casting_id,date,shift,mold_id,melting_id,batch_code,pour_temperature_c,cooling_rate_k_per_min,holding_time_min,gas_content_ppm,weight_kg,hardness_hb,avg_dimension_mm,porosity_pores_per_cm2,ultrasonic_signal_db,is_defect,defect_type,time_of_day
4281,2025-01-14 11:26:22.587273600,2,10,17,B017,1475.9943950079871,1.1071281726839968,15.163743264582669,6.9450437826841664,11.62176793204578,188.59017428988903,0.2342674118252961,0.1700363539543447,-41.89749402505788,0,none,11.433333333333334
52,2025-01-14 12:03:00.191674800,2,3,6,B006,1451.3621894711628,2.1155105062866824,15.196576122970116,4.32333220312565,12.06011560458728,218.0736809315008,-0.0094211011697124,0.3050700908242995,-37.71798567896656,0,none,12.05
2922,2025-01-14 17:15:55.554523200,1,3,20,B020,1457.0016199303857,1.7145834578824417,13.425641233646225,6.9679700509027525,12.053040174629706,218.9628003585493,0.0619054001742911,0.213222482709562,-39.214737807378974,0,none,17.25
1101,2025-01-14 18:18:13.741056000,3,11,28,B028,1455.6341662134892,1.9631116910509576,15.087577968385146,8.01338135523438,11.809873281521018,221.7288047705448,-0.099959798927744,0.7023596725495918,-41.11566825262434,0,none,18.3
2384,2025-01-16 18:15:55.829440800,1,4,5,B005,1433.616317427202,2.8496853926308243,16.071963158882383,9.096042263484293,12.467445041827672,229.94946608899312,-0.0546141767121525,0.6188182815969536,-36.33097997814743,0,none,18.25
4966,2025-01-17 21:07:17.059008000,2,12,4,B004,1436.16170789635,2.453162989237022,17.46434100416331,10.694013801466635,12.0516784748525,216.0966115612509,0.1318434153311996,0.5146654680893997,-34.339846277728185,0,none,21.116666666666667
766,2025-01-17 22:01:21.268822800,3,4,1,B001,1462.3649975472622,1.3718653250795652,16.594357358296485,6.854489604753055,11.736548221676776,200.1041591796488,-0.0750995441289709,0.8617997162930653,-28.897787996764823,0,none,22.016666666666666
3377,2025-01-19 11:35:14.543343600,2,5,13,B013,1439.2742241661165,2.7063338219481863,20.42502563253054,8.876035156243812,11.693871498428342,227.0925587865762,-0.1381367099839558,0.5880999176820118,-37.60056547649047,0,none,11.583333333333334
535,2025-01-20 13:26:03.346616400,3,2,10,B010,1453.2077925594754,2.8646592163234934,15.555345340598995,8.24896869431764,11.481480200637456,220.0974310577313,0.0203368393879826,0.7244733159160972,-37.14982347229785,0,none,13.433333333333334
4838,2025-01-20 14:33:38.161155600,2,2,26,B026,1469.661251588789,3.2575030328933936,17.874718596035148,8.508141254086063,11.69654328158022,228.57151685570176,0.2438378391584776,0.7124233516077455,-36.89265352165263,1,crack,14.55
2394,2025-01-20 22:22:47.827131600,3,2,1,B001,1445.4710192322186,1.9056641441253888,12.763700602947605,7.266160995679423,12.32599200965535,209.46695333756008,-0.1489366833875525,0.5852139665332855,-37.96418893555159,0,none,22.366666666666667
1911,2025-01-21 01:55:12.111596400,1,7,35,B035,1434.5837556608035,3.2176706291899566,13.050233172367015,7.911014136787982,12.020922415922294,229.21771807168656,0.0257929355302668,0.6368200886520015,-45.27327861081947,0,none,1.9166666666666663
2940,2025-01-21 09:16:03.840070800,3,7,31,B031,1459.5117698316094,2.5257285454486222,14.58807147708146,8.596210188244893,12.272935407623402,222.89797347906384,0.2389273667341886,0.1791179939781728,-37.43399082750116,0,none,9.266666666666667
2958,2025-01-22 12:09:09.393598800,1,9,32,B032,1430.5694029485885,1.383560462186448,15.314967967122431,7.735176579216996,11.31126135154261,196.3330100015469,0.1302632812298194,0.4238160935544798,-34.21012952330737,0,none,12.15
1952,2025-01-22 22:38:25.736236800,1,3,12,B012,1461.5640982286895,1.9302969447531928,17.435396585193608,8.63651139647769,12.545789215322086,216.99265605372327,-0.0823467121384118,0.7254938583616628,-36.47291157297649,0,none,22.633333333333333
2719,2025-01-23 02:29:12.911395200,3,4,32,B032,1456.8230856140322,2.401742583001258,15.003187626701225,7.608813552624587,11.710530439602676,205.1726840396415,0.0861809248299837,0.5362823266771448,-34.79933847654893,0,none,2.4833333333333334
4305,2025-01-23 05:42:28.792594800,1,4,7,B007,1452.859776143338,3.595016097679081,17.504334667614014,6.098995881860684,12.343406192804045,242.5175692964937,-0.1510366196006611,0.5098304522908825,-41.741972586041975,0,none,5.7
395,2025-01-23 09:28:33.709396800,1,9,18,B018,1447.23032409172,3.074764303880147,17.761534761851635,10.321486412176691,11.339056543869743,219.3423631925584,0.140641806688761,0.7177259398730975,-34.97380628509059,1,crack,9.466666666666669
2539,2025-01-23 13:33:34.708183200,1,8,16,B016,1467.626258928261,3.1033149703760823,16.08560000401577,8.170101107553126,11.130523612054343,223.18548519769453,0.1494375671193205,0.5953390343187135,-33.04250701666298,0,none,13.55
3321,2025-01-23 16:30:59.417989199,2,1,36,B036,1455.551085308627,1.382495390562157,15.225733743829288,7.422956361816766,11.748722072048952,218.3182221399412,-0.1094334877965332,0.7286207685786632,-35.275907748999145,0,none,16.5
841,2025-01-23 16:41:55.417416000,3,7,39,B039,1434.055156591823,3.0671240512352225,12.514947075328203,4.364281047219334,11.881260480944064,225.71867261694152,0.0312844004413638,0.3108500560055894,-38.35989913894485,0,none,16.683333333333334
3218,2025-01-24 15:18:45.585439200,1,10,4,B004,1460.508637337142,2.55066519503073,15.378661817898616,4.701390399849925,12.311691057381957,212.64521950303936,0.0939209617437392,0.3608303780429535,-37.15181593491209,0,none,15.3
2023,2025-01-26 01:10:54.295330800,3,4,23,B023,1458.952491027294,1.836370082585921,14.407714040677126,9.273159485688524,12.177843753487345,192.1188840555297,0.0158490459332876,0.2112822063550706,-35.426830862738505,0,none,1.1666666666666667
205,2025-01-26 08:02:51.464378400,3,1,17,B017,1439.3567207310805,2.938965927094489,15.634195321264585,9.548530960652784,12.2464801474645,212.58276400410608,-0.2429197803671759,0.784714945802887,-31.0525401880876,0,none,8.033333333333333
4418,2025-01-26 09:37:17.323960800,1,10,14,B014,1447.2788881641964,3.653623141203043,14.383966763938028,7.329444746887945,12.284356606548956,237.1716124771753,-0.0034365422759299,0.3085679630836287,-45.538502389991535,0,none,9.616666666666667
4222,2025-01-26 14:53:19.262227200,3,12,19,B019,1472.7489724354057,3.357298007254297,13.696317238566236,10.45694893067096,12.045688957800976,222.2712033565084,0.0177442486893341,0.1899564847791666,-37.08007205220594,0,none,14.883333333333333
2115,2025-01-26 16:11:18.550316400,2,11,4,B004,1454.9880313276612,1.920040583510135,13.197405712511356,7.736655620057493,12.23929558077318,212.3528471452916,0.0908228499264978,0.3715428059533153,-30.581068371549613,0,none,16.183333333333334
3996,2025-01-26 16:16:04.929981600,2,2,17,B017,1467.7233237222254,2.784306601616351,12.328969736385268,5.503134628917812,12.53954833243384,226.994381571856,-0.4174643791938657,0.3269036919154926,-35.79151135547191,0,none,16.266666666666666
519,2025-01-27 16:17:55.830462000,2,6,32,B032,1450.6552628199242,3.25225396759811,13.828675912254807,7.187119577789317,11.741369430988982,216.77386400409688,-0.0745133776108856,0.7569662132494758,-42.09495875590994,0,none,16.283333333333335
3801,2025-01-29 07:05:10.470613200,2,3,21,B021,1428.647944154715,2.147364326840647,14.061176650630705,5.348072373226981,12.383173445624482,226.78014533441237,0.1004679150050488,0.2388699053955779,-36.90650640057756,0,none,7.083333333333333
2571,2025-01-29 16:41:59.754674400,1,2,31,B031,1435.6370846225325,1.5613468593024673,20.620446346188977,7.093897425936224,12.41285130237953,197.2847501131861,-0.0101895307987481,0.4740853116016488,-39.24735036830442,0,none,16.683333333333334
1568,2025-01-29 16:47:59.982050400,3,7,10,B010,1454.5837284265444,3.028199125979723,15.91192331901548,8.354732313999758,11.65074002188011,235.7577882829321,0.1155868655775296,0.4045118524063868,-35.18046493398985,0,none,16.783333333333335
4816,2025-01-29 21:35:03.448737599,2,10,9,B009,1442.3131641292443,2.2434303470229437,13.586981510737786,7.958932119389384,12.1625691527004,220.88964503405535,0.076225307922572,0.4531615192151905,-35.34169989113209,0,none,21.58333333333333
2052,2025-01-30 11:09:20.570382000,3,11,29,B029,1460.318373357227,1.8618512643857812,12.111314447967434,7.583600189409412,12.512362302465704,206.8503294548498,0.1132991761018953,0.230882186676018,-41.84445346888674,0,none,11.15
3071,2025-01-30 12:18:25.730514000,2,2,11,B011,1440.2330517844828,1.0,19.15397191836204,5.884644168417959,12.033740306013431,198.70714493991977,-0.0973420390905872,0.4119011750589184,-40.30533905192895,0,none,12.3
2534,2025-01-30 22:01:51.836714400,1,10,23,B023,1437.5752017587984,2.795921751630086,17.200821569492895,8.675666830483276,11.685870498822672,226.6989564928456,-0.0357194077167499,0.164465711664928,-37.48373609887573,0,none,22.016666666666666
3532,2025-01-30 22:25:20.596202400,2,9,3,B003,1447.9789402466854,1.8250706134127812,15.034355347693662,7.257812176256474,11.79522796264862,207.88738863028937,-0.1573718477230602,0.5948009319378862,-36.15929607022317,0,none,22.416666666666668
812,2025-01-31 02:14:50.791106400,3,3,9,B009,1456.6712518925597,1.874040841403952,10.156892344027897,9.744632949322856,12.084006679118929,200.426291372578,-0.1433808691505652,0.3046645494078515,-33.70702606165189,0,none,2.2333333333333334
4792,2025-01-31 12:52:50.072599200,3,10,16,B016,1457.2933668760588,3.356764540164829,13.609173246951768,7.0267471246925854,12.231071353128309,230.84116728897197,0.1725246862974593,0.8700720516825012,-38.351581590460846,0,none,12.866666666666667
683,2025-02-02 01:17:28.821105600,3,5,19,B019,1440.4014041162095,2.4007347900846385,15.336797693458768,7.812681455625182,11.788745705636584,240.8827816436489,-0.0472155762952237,0.2509783422896057,-41.16920541966338,0,none,1.2833333333333332
239,2025-02-02 08:32:56.644101600,2,12,18,B018,1452.331428779787,3.152460031397088,17.666301413587277,6.216011309552567,11.94829811508944,227.64482777683455,0.4844027443549584,0.4104785760251433,-42.47917376310646,1,hardness,8.533333333333333
1949,2025-02-02 09:35:36.370924800,1,2,18,B018,1459.5098186775035,3.993680709725928,14.456219491385868,8.52373376379261,12.061382867672132,243.943827790204,-0.0735520321093986,0.5770250481667302,-40.91974254804837,1,hardness,9.583333333333334
826,2025-02-02 22:32:07.789563600,1,5,6,B006,1474.8810559666565,1.7954449166150006,14.967053312941548,9.411289954912355,11.905249632607015,208.59775375120373,-0.0437981462212596,0.3552606303292047,-36.81338473433364,0,none,22.53333333333333
4337,2025-02-03 01:34:56.471246400,2,5,26,B026,1474.4736800917296,4.064221316888176,14.169936636702564,8.467664082275675,11.6912474785054,232.81556303062763,-0.1025801311967228,0.6174793111525029,-30.2155738267235,0,none,1.5666666666666669
1929,2025-02-03 10:30:47.103148800,3,3,32,B032,1443.0971675834976,2.944516300263691,14.210149318979104,6.463591583698974,11.925902304365168,217.34441421067825,-0.3634043439096468,0.3998659411064963,-39.56027006872709,0,none,10.5
4501,2025-02-04 04:23:17.571984000,2,3,21,B021,1455.5172484874056,3.192027102544728,13.61195489367524,9.655801331687956,12.016869542767951,230.2824137246528,0.041700156046276,0.7305229035849027,-41.75434972701738,0,none,4.383333333333334
797,2025-02-04 12:16:30.668574000,2,10,25,B025,1457.0660167621152,1.8428877127903396,15.258202214561152,10.894886022340218,12.315684433226057,206.48070444568123,0.3553135982372526,1.0791405723069063,-28.34245204515171,0,none,12.266666666666667
4167,2025-02-05 04:20:44.524831200,3,7,1,B001,1453.9287573828503,1.1154566841586404,13.372759522024102,7.596607335307071,12.00348552801361,198.5715106440417,0.1289098798241876,0.6043433152340085,-36.84842646242324,0,none,4.333333333333333
4403,2025-02-05 05:03:51.998896800,2,8,11,B011,1452.2033992955096,1.2505460158594113,11.684213912631716,7.098328209900778,11.934515957099636,196.7339580172201,0.1288948695299553,0.5229727494869348,-40.73594301850715,0,none,5.05
1045,2025-02-05 19:54:37.579694400,1,4,7,B007,1452.792669638644,3.2203879542792624,11.869323924112944,8.761172406871186,12.594917042047156,232.2881319665736,-0.0707451250961563,0.5758687106369319,-36.24388746880103,0,none,19.9
3879,2025-02-06 05:07:57.816220799,3,7,31,B031,1456.7999697773516,1.4950674132715036,15.964437905502196,8.288871948657393,11.824472686287288,206.95705032756743,0.1364411985265483,0.7177391213024181,-38.08398549208614,0,none,5.116666666666666
3805,2025-02-06 12:14:28.207150800,3,6,14,B014,1452.9650227246243,2.1003905327180115,15.185658689878457,6.942705562752455,11.812713328187746,215.77092466133684,0.1451299935450318,0.7259522339165931,-40.07469728168192,1,dimension,12.233333333333333
4450,2025-02-06 17:10:42.357961200,2,8,3,B003,1465.3113040108362,4.807994196150089,10.30942930226642,9.37652719515437,12.066531528254368,268.85206278354616,-0.0183326229424069,0.3757998144383081,-45.131361615697024,0,none,17.166666666666668
2873,2025-02-06 17:16:50.658308400,1,12,20,B020,1460.5245073564597,1.821605597988448,15.16905971803057,9.905849762510726,11.95547178855826,210.4803985314516,-0.1184948565702271,0.8460700936061273,-39.70960985640416,0,none,17.266666666666666
4136,2025-02-06 21:55:05.027394000,3,10,39,B039,1436.5680387194484,1.6964649433329513,13.340156604374805,6.855128500007904,12.255235243686917,197.49836854877452,0.0695790504338677,0.5130721904078187,-39.83871081462104,0,none,21.916666666666668
3459,2025-02-07 01:08:12.738361200,1,4,5,B005,1453.114136715672,2.102621758175874,12.372222072719843,7.6575455848083855,11.92060763951302,199.64689378709733,-0.1490753014127977,0.5623120440001544,-38.300339072368615,0,none,1.1333333333333333
4248,2025-02-07 15:59:26.942481600,3,9,38,B038,1463.352634950157,1.342514169473414,20.00457860296961,12.18545065726578,12.87333873377328,209.48431054057,0.2423871024070144,0.5941446361346889,-39.43394348075286,0,none,15.983333333333333
270,2025-02-08 07:35:39.500642400,3,2,23,B023,1447.8155101636623,2.7088754971849367,18.67625039146928,7.339075332671541,11.93985986789038,225.26031621210083,0.1882931823745353,0.605964580217243,-39.77509499773972,0,none,7.583333333333333
1894,2025-02-08 07:56:22.896549600,1,6,39,B039,1459.4334154085884,3.57732768520596,15.872290555418871,9.994725059183494,11.788167555247409,258.0005761060636,-0.0166408063047397,0.4996834515986595,-34.83520812419027,0,none,7.933333333333334
150,2025-02-09 03:38:30.662988000,3,1,7,B007,1444.2111023406628,3.411956400073711,14.20397307140388,6.145246949387153,11.824114413682798,240.1954518857628,-0.1320711117466083,0.9178831765521228,-32.23492676314577,0,none,3.633333333333333
1902,2025-02-09 08:27:11.831101200,2,12,16,B016,1452.4837296634907,2.503497106630831,14.705277789319362,9.684573123690138,11.844272810431514,223.7654486942043,0.0413366691344468,0.495356573800314,-34.53613469618901,0,none,8.45
2031,2025-02-09 13:06:58.028756400,3,1,10,B010,1449.748977594527,2.57295081306572,14.950777118161705,7.790453523740365,11.876729138103034,208.9481301580741,-0.0197175275945059,0.4124393386101445,-41.54645765948314,1,dimension,13.1
2038,2025-02-10 08:00:46.984316400,3,7,6,B006,1452.8166580694951,2.501447609628461,13.112847243740172,6.122850340561525,12.35034545081458,219.31666807356208,0.1564776230277779,0.7328783602352873,-36.37972935900527,0,none,8.0
85,2025-02-11 03:09:41.613778800,1,3,14,B014,1450.4190452906362,2.8587028778222177,11.680333433633251,9.817019338771118,12.10607588754804,237.3726177880421,0.0925794620885977,0.2602498628408752,-37.72313416806333,0,none,3.15
136,2025-02-11 07:07:38.022538800,2,8,39,B039,1458.672173481866,1.410858373340479,14.8015848918414,5.720525077426941,12.59403292979697,211.75187532026436,0.1301130561372544,0.1726739746453467,-34.26175701515406,0,none,7.116666666666666
872,2025-02-11 21:39:07.509384000,1,4,40,B040,1448.8440646510792,2.598913586777472,15.233062099472642,6.5820088204421054,12.512272705284778,228.74808956076785,-0.1949671454320004,0.5413091515784445,-36.044227070998325,0,none,21.65
1069,2025-02-12 01:25:53.606568000,2,6,10,B010,1460.5986981649924,1.3160061406904635,17.680686182999853,7.639435994790135,12.021406860630162,198.0806939213848,-0.2281207732987412,0.4590792997817591,-43.300384997597,0,none,1.4166666666666667
4859,2025-02-12 02:51:03.647736000,3,6,24,B024,1445.6041691037178,2.213745172975284,13.116696164228884,9.119720465138968,12.24057855367124,213.88321156413272,-0.3944031420462196,0.7787906507384434,-37.36263094453576,0,none,2.85
3793,2025-02-12 04:10:25.651930800,3,5,15,B015,1447.9560543671348,2.334848366204069,15.387695611232528,8.874388400269424,11.809390080597368,226.1389474687108,0.1235469785108035,0.4726259255861668,-41.028405038744026,0,none,4.166666666666667
2350,2025-02-13 00:16:51.884220000,2,2,24,B024,1432.792284731621,2.7483405437899826,12.283151352952022,5.9243452930320295,11.957354036100524,225.46077284634276,-0.3490065198564498,0.2953412429758158,-40.4947228997205,1,porosity,0.2666666666666666
1356,2025-02-13 09:31:09.691708800,2,7,31,B031,1460.3615753376218,3.08553548242407,15.78552119467037,7.870749415355399,12.064861690324776,244.2006039064756,0.3777588413937184,0.4286522125662698,-38.15751430394112,1,hardness,9.516666666666667
2887,2025-02-13 20:42:29.147702400,3,4,30,B030,1451.472795658318,3.539458533703541,16.501963123963503,7.147636645166745,11.727924954327948,245.89278563280243,0.0696950197376178,0.3720922665116862,-44.05004565522933,0,none,20.7
1721,2025-02-14 06:16:34.773970800,2,10,22,B022,1451.9867844072587,3.5809506310398693,12.269687637155435,5.383340788188731,11.925534695066103,226.7032262880523,0.0736157951618001,0.1917280903444341,-43.099047288079134,0,none,6.266666666666667
4559,2025-02-14 07:41:04.817043600,2,4,36,B036,1456.1156907447214,1.0,13.911580513918398,6.6028011951419465,12.354185669036324,190.2019326614505,-0.2206726539408482,0.5395656624458669,-34.157648225347735,0,none,7.683333333333334
3699,2025-02-14 20:24:15.145131600,2,9,15,B015,1463.3625812161056,1.8662173286023904,15.345391726071265,6.611221502385817,11.761678685270924,213.79266087980088,0.2419531401750013,0.3019728436415038,-40.30524178115829,0,none,20.4
590,2025-02-14 22:21:33.457312800,3,8,3,B003,1481.9702144983353,1.5293657609922977,15.961032076148348,7.07718900310732,12.086786320609628,205.27827223216897,-0.2216774442285505,0.7280931877228318,-40.70779861741591,0,none,22.35
227,2025-02-14 23:55:48.100389600,2,5,18,B018,1451.7333883776594,2.2214485835307265,13.554852417789192,6.17407218870473,11.708455301510371,220.86347615330084,-0.1725207428573001,0.7350498639655454,-34.72856810218212,1,porosity,23.916666666666668
4338,2025-02-15 03:44:29.213257200,2,12,12,B012,1436.073150385774,2.688634902449539,18.20330284858748,9.325176358291984,11.812582343625431,223.58239414648395,0.4439780665007634,0.4125057853835051,-39.54965845631729,0,none,3.733333333333333
2557,2025-02-15 07:44:12.371366400,1,4,10,B010,1457.231447193839,2.200589955536043,16.75546728539825,6.898193565149625,11.804819918776472,216.85855173500497,0.0644048475340496,0.5365579488013736,-36.18964212124009,0,none,7.733333333333333
2130,2025-02-15 14:51:13.377060000,1,5,9,B009,1466.327834456413,2.419509457368196,16.385619128806173,9.763373507126772,11.506716069017507,212.9097176303925,-0.1188955366059762,0.6376563248533359,-39.49888568927384,0,none,14.85
3308,2025-02-16 03:40:03.227091600,2,12,23,B023,1444.3381052903617,2.0936897135197667,14.56991522879605,5.434327511797951,12.14387290704114,225.38427401339223,0.2377163122026371,0.6676433309474856,-36.10053957913564,0,none,3.6666666666666665
